Master,Slave,Average Coherence
2021-02-05,2021-02-25,0.22678153216838837
2021-03-29,2021-04-02,0.2473297119140625
2021-03-21,2021-04-06,0.2280741035938263
2020-11-09,2020-12-03,0.2313864678144455
2020-09-14,2020-11-01,0.23190537095069885
2021-02-25,2021-03-17,0.2296680212020874
2021-04-06,2021-04-22,0.22414976358413696
2022-04-25,2022-05-07,0.2380632758140564
2021-03-05,2021-03-21,0.23382940888404846
2021-02-17,2021-03-01,0.23499608039855957
2020-09-30,2020-11-21,0.22454430162906647
2021-03-13,2021-03-29,0.2291998416185379
2022-04-01,2022-05-19,0.2237301915884018
2021-01-28,2021-02-05,0.24979792535305023
2021-02-17,2021-03-05,0.23241040110588074
2021-03-05,2021-03-25,0.22745215892791748
2021-04-06,2021-04-26,0.2240147441625595
2021-04-26,2022-04-13,0.2226838618516922
2021-02-25,2021-03-13,0.23099996149539948
2021-01-28,2021-02-01,0.3099859952926636
2021-06-25,2022-05-19,0.229178324341774
2021-06-21,2022-04-25,0.22700196504592896
2020-09-10,2020-09-14,0.43645352125167847
2021-02-13,2021-02-17,0.4040009379386902
2021-02-17,2021-02-21,0.2531387507915497
2021-04-14,2021-04-18,0.22887097299098969
2021-01-24,2021-01-28,0.29684436321258545
2020-11-05,2020-11-29,0.22696588933467865
2021-06-25,2022-04-13,0.22217093408107758
2020-11-13,2020-12-03,0.23264539241790771
2020-11-13,2020-11-21,0.2399791181087494
2021-04-02,2021-04-10,0.2348480224609375
2021-03-01,2021-03-13,0.2306489795446396
2021-03-09,2021-03-17,0.24145647883415222
2022-04-01,2022-04-13,0.2319640815258026
2020-11-13,2020-12-07,0.22630085051059723
2020-12-23,2021-01-08,0.22959963977336884
2021-02-17,2021-02-25,0.23533938825130463
2020-09-10,2020-11-09,0.22944825887680054
2021-03-09,2021-03-13,0.27282389998435974
2021-03-01,2021-03-17,0.23189258575439453
2021-04-02,2021-04-14,0.23011061549186707
2021-02-21,2021-03-05,0.2368765026330948
2021-01-24,2021-02-13,0.22934590280056
2021-01-16,2021-02-05,0.22836099565029144
2020-11-05,2020-11-09,0.2567477822303772
2021-02-21,2021-03-01,0.2397049367427826
2021-04-22,2022-04-01,0.22130627930164337
2021-01-08,2021-01-16,0.23665380477905273
2022-04-13,2022-05-07,0.2251003235578537
2021-01-16,2021-02-01,0.2302662879228592
2021-03-25,2021-03-29,0.2586982250213623
2021-01-24,2021-02-17,0.22988133132457733
2021-02-21,2021-02-25,0.24452738463878632
2021-06-21,2022-04-01,0.22183187305927277
2020-09-30,2020-11-01,0.23668552935123444
2020-09-10,2020-09-30,0.3827970027923584
2021-01-04,2021-01-24,0.22897283732891083
2020-12-07,2020-12-23,0.2297225445508957
2020-09-30,2020-11-05,0.24143914878368378
2021-01-28,2021-02-21,0.22768117487430573
2020-12-07,2020-12-27,0.2272978127002716
2021-03-29,2021-04-18,0.22231245040893555
2020-12-03,2021-01-04,0.22634713351726532
2022-05-07,2022-05-31,0.23260703682899475
2020-12-07,2020-12-19,0.23120252788066864
2021-04-10,2021-04-30,0.2227512001991272
2020-12-27,2021-01-24,0.22801411151885986
2021-03-21,2021-03-25,0.25873374938964844
2021-06-25,2022-05-07,0.2282850444316864
2021-04-22,2021-04-26,0.27297738194465637
2022-04-25,2022-05-19,0.23224058747291565
2021-01-04,2021-02-01,0.22693534195423126
2021-02-25,2021-03-09,0.23630037903785706
2022-04-01,2022-05-07,0.22391095757484436
2021-04-30,2022-04-01,0.22083976864814758
2020-11-01,2020-11-05,0.2311684936285019
2021-04-18,2021-04-30,0.23584826290607452
2020-12-23,2021-01-16,0.22748829424381256
2020-12-19,2021-01-04,0.2284134179353714
2020-11-13,2020-12-19,0.22544124722480774
2021-04-18,2021-06-21,0.23432335257530212
2021-01-16,2021-01-24,0.23672136664390564
2021-03-17,2021-04-06,0.22741948068141937
2021-03-25,2021-04-10,0.22832006216049194
2021-01-08,2021-01-28,0.22930431365966797
2021-03-01,2021-03-09,0.24339766800403595
2020-12-07,2021-01-08,0.22437533736228943
2021-04-18,2021-06-25,0.2316332459449768
2020-11-21,2020-11-29,0.23530595004558563
2021-03-25,2021-04-14,0.2270818054676056
2021-03-17,2021-04-02,0.23116996884346008
