Master,Slave,Average Coherence
2021-03-29,2021-06-01,0.24346794188022614
2021-04-26,2022-01-03,0.23835279047489166
2022-01-15,2022-02-20,0.23986023664474487
2021-04-26,2022-01-07,0.23873382806777954
2021-03-25,2021-04-26,0.2448878288269043
2021-02-21,2021-03-09,0.24247713387012482
2022-01-19,2022-01-27,0.2505379617214203
2021-03-13,2021-04-06,0.24413906037807465
2021-06-01,2022-01-19,0.2391926497220993
2021-03-05,2021-03-09,0.2598428428173065
2021-03-29,2021-04-14,0.2505906820297241
2022-01-19,2022-02-12,0.23997841775417328
2022-02-08,2022-03-16,0.2411796897649765
2021-03-21,2021-04-14,0.24920940399169922
2021-03-25,2021-04-30,0.24240508675575256
2022-02-08,2022-02-24,0.24936701357364655
2021-04-14,2022-01-07,0.23893743753433228
2021-02-09,2021-02-17,0.31005749106407166
2021-04-30,2022-01-19,0.2387543022632599
2022-01-27,2022-02-20,0.2436080425977707
2021-03-17,2021-03-21,0.2958844006061554
2021-02-09,2021-02-13,0.4178236424922943
2021-04-14,2022-01-03,0.23882363736629486
2022-02-08,2022-02-20,0.2586505115032196
2021-04-26,2022-01-15,0.23847898840904236
2021-03-09,2021-03-29,0.2447517216205597
2021-04-14,2021-04-26,0.25708335638046265
2021-03-17,2021-03-25,0.2746640741825104
2022-01-27,2022-02-24,0.24047498404979706
2021-04-26,2021-04-30,0.2840585708618164
2022-02-08,2022-03-04,0.2423771619796753
2021-03-29,2021-04-06,0.2657642960548401
2021-03-13,2021-03-17,0.2821947932243347
2022-01-07,2022-02-08,0.23932193219661713
2022-01-27,2022-03-04,0.2451016902923584
2021-03-21,2021-04-06,0.2505233883857727
2021-02-25,2021-03-17,0.24082577228546143
2021-03-05,2021-03-21,0.24217745661735535
2021-02-17,2021-03-01,0.24543066322803497
2021-03-13,2021-03-29,0.24472561478614807
2022-02-12,2022-02-20,0.28269127011299133
2022-02-24,2022-03-20,0.24119076132774353
2021-02-17,2021-03-05,0.24140788614749908
2021-03-05,2021-03-25,0.2413715124130249
2021-04-06,2021-04-26,0.2606860101222992
2021-02-25,2021-03-13,0.2436852902173996
2022-03-04,2022-03-16,0.25238484144210815
2022-02-12,2022-02-24,0.2597930431365967
2021-04-06,2022-01-03,0.23829613626003265
2021-02-13,2021-02-17,0.4134226143360138
2021-02-17,2021-02-21,0.2937253713607788
2021-03-01,2021-03-13,0.2487991899251938
2022-02-20,2022-03-16,0.24368898570537567
2021-03-09,2021-03-17,0.26227572560310364
2022-01-15,2022-02-08,0.24170038104057312
2021-02-17,2021-02-25,0.24891190230846405
2021-03-09,2021-03-13,0.34413397312164307
2021-03-01,2021-03-17,0.24350808560848236
2022-02-12,2022-03-04,0.2554340362548828
2022-01-15,2022-01-19,0.28412705659866333
2021-02-21,2021-03-05,0.24350756406784058
2022-02-12,2022-03-20,0.24276728928089142
2021-04-30,2022-01-03,0.23832672834396362
2021-02-21,2021-03-01,0.2538469731807709
2022-01-03,2022-01-15,0.24159502983093262
2021-03-25,2021-03-29,0.26771262288093567
2021-04-30,2022-01-07,0.23893466591835022
2021-02-21,2021-02-25,0.26767006516456604
2022-02-24,2022-03-04,0.24833707511425018
2022-01-07,2022-01-27,0.2405061274766922
2022-01-07,2022-02-12,0.23999476432800293
2021-06-01,2022-01-15,0.23932114243507385
2021-03-29,2021-04-26,0.24385109543800354
2021-04-26,2021-06-01,0.2646240293979645
2022-01-07,2022-01-19,0.24158194661140442
2022-01-19,2022-02-20,0.2395695149898529
2021-03-21,2021-03-25,0.30529555678367615
2021-03-21,2021-04-26,0.24265679717063904
2021-02-25,2021-03-09,0.2455652505159378
2022-01-19,2022-02-24,0.23901750147342682
2021-03-17,2021-04-06,0.25365346670150757
2021-03-01,2021-03-09,0.2516249120235443
2022-01-15,2022-02-12,0.24043652415275574
2021-03-25,2021-04-14,0.25233593583106995
2022-01-15,2022-01-27,0.24436447024345398
