Reference Date,Pair Date,Average Coherence
2021-12-23,2022-03-25,
2021-12-23,2022-03-29,
2021-12-23,2022-04-02,
2021-12-23,2022-04-06,
2021-12-23,2022-04-10,
2021-12-23,2022-04-14,
2021-12-23,2022-04-18,
2021-12-23,2022-04-22,
2021-12-23,2022-04-26,
2021-12-23,2022-04-30,
2021-12-23,2022-05-04,
2021-12-23,2022-05-08,
2021-12-27,2021-12-31,
2021-12-27,2022-01-04,
2021-12-27,2022-01-08,
2021-12-27,2022-01-12,
2021-12-27,2022-01-16,
2021-12-27,2022-01-20,
2021-12-27,2022-01-24,
2021-12-27,2022-01-28,
2021-12-27,2022-02-01,
2021-12-27,2022-02-05,
2021-12-27,2022-02-09,
2021-12-27,2022-02-13,
2021-12-27,2022-02-17,
2021-12-27,2022-02-21,
2021-12-27,2022-02-25,
2021-12-27,2022-03-01,
2021-12-27,2022-03-05,
2021-12-27,2022-03-09,
2021-12-27,2022-03-13,
2021-12-27,2022-03-17,
2021-12-27,2022-03-21,
2021-12-27,2022-03-25,
2021-12-27,2022-03-29,
2021-12-27,2022-04-02,
2021-12-27,2022-04-06,
2021-12-27,2022-04-10,
2021-12-27,2022-04-14,
2021-12-27,2022-04-18,
2021-12-27,2022-04-22,
2021-12-27,2022-04-26,
2021-12-27,2022-04-30,
2021-12-27,2022-05-04,
2021-12-27,2022-05-08,
2021-12-31,2022-01-04,
2021-12-31,2022-01-08,
2021-12-31,2022-01-12,
2021-12-31,2022-01-16,
2021-12-31,2022-01-20,
2021-12-31,2022-01-24,
2021-12-31,2022-01-28,
2021-12-31,2022-02-01,
2021-12-31,2022-02-05,
2021-12-31,2022-02-09,
2021-12-31,2022-02-13,
2021-12-31,2022-02-17,
2021-12-31,2022-02-21,
2021-12-31,2022-02-25,
2021-12-31,2022-03-01,
2021-12-31,2022-03-05,
2021-12-31,2022-03-09,
2021-12-31,2022-03-13,
2021-12-31,2022-03-17,
2021-12-31,2022-03-21,
2021-12-31,2022-03-25,
2021-12-31,2022-03-29,
2021-12-31,2022-04-02,
2021-12-31,2022-04-06,
2021-12-31,2022-04-10,
2021-12-31,2022-04-14,
2021-12-31,2022-04-18,
2021-12-31,2022-04-22,
2021-12-31,2022-04-26,
2021-12-31,2022-04-30,
2021-12-31,2022-05-04,
2021-12-31,2022-05-08,
2022-01-04,2022-01-08,
2022-01-04,2022-01-12,
2022-01-04,2022-01-16,0.22785831987857816
2022-01-04,2022-01-20,
2022-01-04,2022-01-24,
2022-01-04,2022-01-28,0.22757698595523834
2022-01-04,2022-02-01,
2022-01-04,2022-02-05,
2022-01-04,2022-02-09,0.2270719110965729
2022-01-04,2022-02-13,
2022-01-04,2022-02-17,
2022-01-04,2022-02-21,0.22717903554439545
2022-01-04,2022-02-25,
2022-01-04,2022-03-01,
2022-01-04,2022-03-05,0.2266921848058701
2022-01-04,2022-03-09,
2022-01-04,2022-03-13,
2022-01-04,2022-03-17,
2022-01-04,2022-03-21,
2022-01-04,2022-03-25,
2022-01-04,2022-03-29,
2022-01-04,2022-04-02,
2022-01-04,2022-04-06,
2022-01-04,2022-04-10,
2022-01-04,2022-04-14,
2022-01-04,2022-04-18,
2022-01-04,2022-04-22,
2022-01-04,2022-04-26,
2022-01-04,2022-04-30,
2022-01-04,2022-05-04,
2022-01-04,2022-05-08,
2022-01-08,2022-01-12,
2022-01-08,2022-01-16,
2022-01-08,2022-01-20,
2022-01-08,2022-01-24,
2022-01-08,2022-01-28,
2022-01-08,2022-02-01,
2022-01-08,2022-02-05,
2022-01-08,2022-02-09,
2022-01-08,2022-02-13,
2022-01-08,2022-02-17,
2022-01-08,2022-02-21,
2022-01-08,2022-02-25,
2022-01-08,2022-03-01,
2022-01-08,2022-03-05,
2022-01-08,2022-03-09,
2022-01-08,2022-03-13,
2022-01-08,2022-03-17,
2022-01-08,2022-03-21,
2022-01-08,2022-03-25,
2022-01-08,2022-03-29,
2022-01-08,2022-04-02,
2022-01-08,2022-04-06,
2022-01-08,2022-04-10,
2022-01-08,2022-04-14,
2022-01-08,2022-04-18,
2022-01-08,2022-04-22,
2022-01-08,2022-04-26,
2022-01-08,2022-04-30,
2022-01-08,2022-05-04,
2022-01-08,2022-05-08,
2022-01-12,2022-01-16,
2022-01-12,2022-01-20,
2022-01-12,2022-01-24,
2022-01-12,2022-01-28,
2022-01-12,2022-02-01,
2022-01-12,2022-02-05,
2022-01-12,2022-02-09,
2022-01-12,2022-02-13,
2022-01-12,2022-02-17,
2022-01-12,2022-02-21,
2022-01-12,2022-02-25,
2022-01-12,2022-03-01,
2022-01-12,2022-03-05,
2022-01-12,2022-03-09,
2022-01-12,2022-03-13,
2022-01-12,2022-03-17,
2022-01-12,2022-03-21,
2022-01-12,2022-03-25,
2022-01-12,2022-03-29,
2022-01-12,2022-04-02,
2022-01-12,2022-04-06,
2022-01-12,2022-04-10,
2022-01-12,2022-04-14,
2022-01-12,2022-04-18,
2022-01-12,2022-04-22,
2022-01-12,2022-04-26,
2022-01-12,2022-04-30,
2022-01-12,2022-05-04,
2022-01-12,2022-05-08,
2022-01-16,2022-01-20,
2022-01-16,2022-01-24,
2022-01-16,2022-01-28,0.2356608062982559
2022-01-16,2022-02-01,
2022-01-16,2022-02-05,
2022-01-16,2022-02-09,0.2397288829088211
2022-01-16,2022-02-13,
2022-01-16,2022-02-17,
2022-01-16,2022-02-21,0.22842782735824585
2022-01-16,2022-02-25,
2022-01-16,2022-03-01,
2022-01-16,2022-03-05,0.2319476157426834
2022-01-16,2022-03-09,
2022-01-16,2022-03-13,
2022-01-16,2022-03-17,0.23257456719875336
2022-01-16,2022-03-21,
2022-01-16,2022-03-25,
2022-01-16,2022-03-29,
2022-01-16,2022-04-02,
2022-01-16,2022-04-06,
2022-01-16,2022-04-10,
2022-01-16,2022-04-14,
2022-01-16,2022-04-18,
2022-01-16,2022-04-22,
2022-01-16,2022-04-26,
2022-01-16,2022-04-30,
2022-01-16,2022-05-04,
2022-01-16,2022-05-08,
2022-01-20,2022-01-24,
2022-01-20,2022-01-28,
2022-01-20,2022-02-01,
2022-01-20,2022-02-05,
2022-01-20,2022-02-09,
2022-01-20,2022-02-13,
2022-01-20,2022-02-17,
2022-01-20,2022-02-21,
2022-01-20,2022-02-25,
2022-01-20,2022-03-01,
2022-01-20,2022-03-05,
2022-01-20,2022-03-09,
2022-01-20,2022-03-13,
2022-01-20,2022-03-17,
2022-01-20,2022-03-21,
2022-01-20,2022-03-25,
2022-01-20,2022-03-29,
2022-01-20,2022-04-02,
2022-01-20,2022-04-06,
2022-01-20,2022-04-10,
2022-01-20,2022-04-14,
2022-01-20,2022-04-18,
2022-01-20,2022-04-22,
2022-01-20,2022-04-26,
2022-01-20,2022-04-30,
2022-01-20,2022-05-04,
2022-01-20,2022-05-08,
2022-01-24,2022-01-28,
2022-01-24,2022-02-01,
2022-01-24,2022-02-05,
2022-01-24,2022-02-09,
2022-01-24,2022-02-13,
2022-01-24,2022-02-17,
2022-01-24,2022-02-21,
2022-01-24,2022-02-25,
2022-01-24,2022-03-01,
2022-01-24,2022-03-05,
2022-01-24,2022-03-09,
2022-01-24,2022-03-13,
2022-01-24,2022-03-17,
2022-01-24,2022-03-21,
2022-01-24,2022-03-25,
2022-01-24,2022-03-29,
2022-01-24,2022-04-02,
2022-01-24,2022-04-06,
2022-01-24,2022-04-10,
2022-01-24,2022-04-14,
2022-01-24,2022-04-18,
2022-01-24,2022-04-22,
2022-01-24,2022-04-26,
2022-01-24,2022-04-30,
2022-01-24,2022-05-04,
2022-01-24,2022-05-08,
2022-01-28,2022-02-01,
2022-01-28,2022-02-05,
2022-01-28,2022-02-09,0.23994237184524536
2022-01-28,2022-02-13,
2022-01-28,2022-02-17,
2022-01-28,2022-02-21,0.24294456839561465
2022-01-28,2022-02-25,
2022-01-28,2022-03-01,
2022-01-28,2022-03-05,0.2596760392189026
2022-01-28,2022-03-09,
2022-01-28,2022-03-13,
2022-01-28,2022-03-17,0.2311708331108093
2022-01-28,2022-03-21,
2022-01-28,2022-03-25,
2022-01-28,2022-03-29,
2022-01-28,2022-04-02,0.2318129688501358
2022-01-28,2022-04-06,
2022-01-28,2022-04-10,
2022-01-28,2022-04-14,
2022-01-28,2022-04-18,
2022-01-28,2022-04-22,
2022-01-28,2022-04-26,
2022-01-28,2022-04-30,
2022-01-28,2022-05-04,
2022-01-28,2022-05-08,
2022-02-01,2022-02-05,
2022-02-01,2022-02-09,
2022-02-01,2022-02-13,
2022-02-01,2022-02-17,
2022-02-01,2022-02-21,
2022-02-01,2022-02-25,
2022-02-01,2022-03-01,
2022-02-01,2022-03-05,
2022-02-01,2022-03-09,
2022-02-01,2022-03-13,
2022-02-01,2022-03-17,
2022-02-01,2022-03-21,
2022-02-01,2022-03-25,
2022-02-01,2022-03-29,
2022-02-01,2022-04-02,
2022-02-01,2022-04-06,
2022-02-01,2022-04-10,
2022-02-01,2022-04-14,
2022-02-01,2022-04-18,
2022-02-01,2022-04-22,
2022-02-01,2022-04-26,
2022-02-01,2022-04-30,
2022-02-01,2022-05-04,
2022-02-01,2022-05-08,
2022-02-05,2022-02-09,
2022-02-05,2022-02-13,
2022-02-05,2022-02-17,
2022-02-05,2022-02-21,
2022-02-05,2022-02-25,
2022-02-05,2022-03-01,
2022-02-05,2022-03-05,
2022-02-05,2022-03-09,
2022-02-05,2022-03-13,
2022-02-05,2022-03-17,
2022-02-05,2022-03-21,
2022-02-05,2022-03-25,
2022-02-05,2022-03-29,
2022-02-05,2022-04-02,
2022-02-05,2022-04-06,
2022-02-05,2022-04-10,
2022-02-05,2022-04-14,
2022-02-05,2022-04-18,
2022-02-05,2022-04-22,
2022-02-05,2022-04-26,
2022-02-05,2022-04-30,
2022-02-05,2022-05-04,
2022-02-05,2022-05-08,
2022-02-09,2022-02-13,
2022-02-09,2022-02-17,
2022-02-09,2022-02-21,0.248480036854744
2022-02-09,2022-02-25,
2022-02-09,2022-03-01,
2022-02-09,2022-03-05,0.23459894955158234
2022-02-09,2022-03-09,
2022-02-09,2022-03-13,
2022-02-09,2022-03-17,0.2396729439496994
2022-02-09,2022-03-21,
2022-02-09,2022-03-25,
2022-02-09,2022-03-29,
2022-02-09,2022-04-02,0.24180789291858676
2022-02-09,2022-04-06,
2022-02-09,2022-04-10,
2022-02-09,2022-04-14,
2022-02-09,2022-04-18,0.2332483530044556
2022-02-09,2022-04-22,
2022-02-09,2022-04-26,
2022-02-09,2022-04-30,
2022-02-09,2022-05-04,
2022-02-09,2022-05-08,
2022-02-13,2022-02-17,
2022-02-13,2022-02-21,
2022-02-13,2022-02-25,
2022-02-13,2022-03-01,
2022-02-13,2022-03-05,
2022-02-13,2022-03-09,
2022-02-13,2022-03-13,
2022-02-13,2022-03-17,
2022-02-13,2022-03-21,
2022-02-13,2022-03-25,
2022-02-13,2022-03-29,
2022-02-13,2022-04-02,
2022-02-13,2022-04-06,
2022-02-13,2022-04-10,
2022-02-13,2022-04-14,
2022-02-13,2022-04-18,
2022-02-13,2022-04-22,
2022-02-13,2022-04-26,
2022-02-13,2022-04-30,
2022-02-13,2022-05-04,
2022-02-13,2022-05-08,
2022-02-17,2022-02-21,
2022-02-17,2022-02-25,
2022-02-17,2022-03-01,
2022-02-17,2022-03-05,
2022-02-17,2022-03-09,
2022-02-17,2022-03-13,
2022-02-17,2022-03-17,
2022-02-17,2022-03-21,
2022-02-17,2022-03-25,
2022-02-17,2022-03-29,
2022-02-17,2022-04-02,
2022-02-17,2022-04-06,
2022-02-17,2022-04-10,
2022-02-17,2022-04-14,
2022-02-17,2022-04-18,
2022-02-17,2022-04-22,
2022-02-17,2022-04-26,
2022-02-17,2022-04-30,
2022-02-17,2022-05-04,
2022-02-17,2022-05-08,
2022-02-21,2022-02-25,
2022-02-21,2022-03-01,
2022-02-21,2022-03-05,0.2591831386089325
2022-02-21,2022-03-09,
2022-02-21,2022-03-13,
2022-02-21,2022-03-17,0.2351113110780716
2022-02-21,2022-03-21,
2022-02-21,2022-03-25,
2022-02-21,2022-03-29,
2022-02-21,2022-04-02,0.2358681410551071
2022-02-21,2022-04-06,
2022-02-21,2022-04-10,
2022-02-21,2022-04-14,
2022-02-21,2022-04-18,0.2329314351081848
2022-02-21,2022-04-22,
2022-02-21,2022-04-26,0.2365811914205551
2022-02-21,2022-04-30,
2022-02-21,2022-05-04,
2022-02-21,2022-05-08,
2022-02-25,2022-03-01,
2022-02-25,2022-03-05,
2022-02-25,2022-03-09,
2022-02-25,2022-03-13,
2022-02-25,2022-03-17,
2022-02-25,2022-03-21,
2022-02-25,2022-03-25,
2022-02-25,2022-03-29,
2022-02-25,2022-04-02,
2022-02-25,2022-04-06,
2022-02-25,2022-04-10,
2022-02-25,2022-04-14,
2022-02-25,2022-04-18,
2022-02-25,2022-04-22,
2022-02-25,2022-04-26,
2022-02-25,2022-04-30,
2022-02-25,2022-05-04,
2022-02-25,2022-05-08,
2022-03-01,2022-03-05,
2022-03-01,2022-03-09,
2022-03-01,2022-03-13,
2022-03-01,2022-03-17,
2022-03-01,2022-03-21,
2022-03-01,2022-03-25,
2022-03-01,2022-03-29,
2022-03-01,2022-04-02,
2022-03-01,2022-04-06,
2022-03-01,2022-04-10,
2022-03-01,2022-04-14,
2022-03-01,2022-04-18,
2022-03-01,2022-04-22,
2022-03-01,2022-04-26,
2022-03-01,2022-04-30,
2022-03-01,2022-05-04,
2022-03-01,2022-05-08,
2022-03-05,2022-03-09,
2022-03-05,2022-03-13,
2022-03-05,2022-03-17,0.25137919187545776
2022-03-05,2022-03-21,
2022-03-05,2022-03-25,
2022-03-05,2022-03-29,
2022-03-05,2022-04-02,0.24142012000083926
2022-03-05,2022-04-06,
2022-03-05,2022-04-10,
2022-03-05,2022-04-14,
2022-03-05,2022-04-18,0.23712390661239624
2022-03-05,2022-04-22,
2022-03-05,2022-04-26,0.25050100684165955
2022-03-05,2022-04-30,
2022-03-05,2022-05-04,
2022-03-05,2022-05-08,
2022-03-09,2022-03-13,
2022-03-09,2022-03-17,
2022-03-09,2022-03-21,
2022-03-09,2022-03-25,
2022-03-09,2022-03-29,
2022-03-09,2022-04-02,
2022-03-09,2022-04-06,
2022-03-09,2022-04-10,
2022-03-09,2022-04-14,
2022-03-09,2022-04-18,
2022-03-09,2022-04-22,
2022-03-09,2022-04-26,
2022-03-09,2022-04-30,
2022-03-09,2022-05-04,
2022-03-09,2022-05-08,
2022-03-13,2022-03-17,
2022-03-13,2022-03-21,
2022-03-13,2022-03-25,
2022-03-13,2022-03-29,
2022-03-13,2022-04-02,
2022-03-13,2022-04-06,
2022-03-13,2022-04-10,
2022-03-13,2022-04-14,
2022-03-13,2022-04-18,
2022-03-13,2022-04-22,
2022-03-13,2022-04-26,
2022-03-13,2022-04-30,
2022-03-13,2022-05-04,
2022-03-13,2022-05-08,
2022-03-17,2022-03-21,
2022-03-17,2022-03-25,
2022-03-17,2022-03-29,
2022-03-17,2022-04-02,0.2617070972919464
2022-03-17,2022-04-06,
2022-03-17,2022-04-10,
2022-03-17,2022-04-14,
2022-03-17,2022-04-18,0.2409292757511139
2022-03-17,2022-04-22,
2022-03-17,2022-04-26,0.2455788105726242
2022-03-17,2022-04-30,
2022-03-17,2022-05-04,
2022-03-17,2022-05-08,0.24194446206092834
2022-03-21,2022-03-25,
2022-03-21,2022-03-29,
2022-03-21,2022-04-02,
2022-03-21,2022-04-06,
2022-03-21,2022-04-10,
2022-03-21,2022-04-14,
2022-03-21,2022-04-18,
2022-03-21,2022-04-22,
2022-03-21,2022-04-26,
2022-03-21,2022-04-30,
2022-03-21,2022-05-04,
2022-03-21,2022-05-08,
2022-03-25,2022-03-29,
2022-03-25,2022-04-02,
2022-03-25,2022-04-06,
2022-03-25,2022-04-10,
2022-03-25,2022-04-14,
2022-03-25,2022-04-18,
2022-03-25,2022-04-22,
2022-03-25,2022-04-26,
2022-03-25,2022-04-30,
2022-03-25,2022-05-04,
2022-03-25,2022-05-08,
2022-03-29,2022-04-02,
2022-03-29,2022-04-06,
2022-03-29,2022-04-10,
2022-03-29,2022-04-14,
2022-03-29,2022-04-18,
2022-03-29,2022-04-22,
2022-03-29,2022-04-26,
2022-03-29,2022-04-30,
2022-03-29,2022-05-04,
2022-03-29,2022-05-08,
2022-04-02,2022-04-06,
2022-04-02,2022-04-10,
2022-04-02,2022-04-14,
2022-04-02,2022-04-18,0.25072866678237915
2022-04-02,2022-04-22,
2022-04-02,2022-04-26,0.2602005898952484
2022-04-02,2022-04-30,
2022-04-02,2022-05-04,
2022-04-02,2022-05-08,0.2606927156448364
2022-04-06,2022-04-10,
2022-04-06,2022-04-14,
2022-04-06,2022-04-18,
2022-04-06,2022-04-22,
2022-04-06,2022-04-26,
2022-04-06,2022-04-30,
2022-04-06,2022-05-04,
2022-04-06,2022-05-08,
2022-04-10,2022-04-14,
2022-04-10,2022-04-18,
2022-04-10,2022-04-22,
2022-04-10,2022-04-26,
2022-04-10,2022-04-30,
2022-04-10,2022-05-04,
2022-04-10,2022-05-08,
2022-04-14,2022-04-18,
2022-04-14,2022-04-22,
2022-04-14,2022-04-26,
2022-04-14,2022-04-30,
2022-04-14,2022-05-04,
2022-04-14,2022-05-08,
2022-04-18,2022-04-22,
2022-04-18,2022-04-26,0.2567836940288544
2022-04-18,2022-04-30,
2022-04-18,2022-05-04,
2022-04-18,2022-05-08,0.2482955902814865
2022-04-22,2022-04-26,
2022-04-22,2022-04-30,
2022-04-22,2022-05-04,
2022-04-22,2022-05-08,
2022-04-26,2022-04-30,
2022-04-26,2022-05-04,
2022-04-26,2022-05-08,0.2722457945346832
2022-04-30,2022-05-04,
2022-04-30,2022-05-08,
2022-05-04,2022-05-08,
